Accession,SPC,SURFY,Town,Cunha,Diaz-Ramos
A0A5B9,1,0,1,0,0
A0AV02,3,1,1,1,0
A0AVI2,2,0,1,1,0
A0AVI4,2,0,1,1,0
A0FGR8,2,0,1,1,0
A0FGR9,3,1,1,1,0
A0PJK1,3,1,1,1,0
A0PJW6,1,0,1,0,0
A0PJX4,1,0,1,0,0
A0PJX8,2,0,1,1,0
A0PJZ3,1,0,1,0,0
A0PK00,1,0,1,0,0
A0PK05,1,0,1,0,0
A0PK11,1,1,0,0,0
A0ZSE6,2,1,1,0,0
A1A5B4,3,1,1,1,0
A1A5C7,3,1,1,1,0
A1KXE4,1,0,1,0,0
A1L0T0,1,0,1,0,0
A1L157,2,1,1,0,0
A1L1A6,1,0,1,0,0
A1L3X0,1,0,0,1,0
A2A2V5,2,0,1,1,0
A2A2Y4,1,0,1,0,0
A2RRL7,2,1,1,0,0
A2RU14,1,0,1,0,0
A2RU48,2,0,1,1,0
A2RU67,2,0,1,1,0
A2RUG3,2,0,1,1,0
A2RUT3,2,0,1,1,0
A2VDJ0,2,1,1,0,0
A3KFT3,3,1,1,1,0
A4D1S0,2,0,1,1,0
A4D256,1,0,1,0,0
A4D2G3,2,1,0,1,0
A4D2H0,1,0,1,0,0
A4FU28,1,0,1,0,0
A4IF30,1,1,0,0,0
A5D6W6,2,0,1,1,0
A5PLK6,2,0,1,1,0
A5PLL7,1,0,1,0,0
A5X5Y0,3,1,1,1,0
A5YKK6,1,0,0,1,0
A6BM72,3,1,1,1,0
A6H8M9,2,1,1,0,0
A6NC51,1,1,0,0,0
A6NCQ9,1,0,1,0,0
A6NCV1,3,1,1,1,0
A6ND01,1,1,0,0,0
A6ND48,3,1,1,1,0
A6NDA9,2,1,0,1,0
A6NDH6,3,1,1,1,0
A6NDL8,3,1,1,1,0
A6NDP7,1,1,0,0,0
A6NDV4,3,1,1,1,0
A6NDX4,1,0,1,0,0
A6NEH6,1,0,1,0,0
A6NET4,3,1,1,1,0
A6NF34,1,1,0,0,0
A6NF89,3,1,1,1,0
A6NFA1,2,1,1,0,0
A6NFC5,2,1,1,0,0
A6NFC9,1,0,0,1,0
A6NFE2,1,0,1,0,0
A6NFR6,1,0,1,0,0
A6NFU0,1,0,1,0,0
A6NFX1,2,1,1,0,0
A6NFY4,1,0,1,0,0
A6NGA9,1,0,1,0,0
A6NGB7,1,0,1,0,0
A6NGC4,1,0,1,0,0
A6NGN9,1,0,1,0,0
A6NGU5,2,1,1,0,0
A6NGY5,3,1,1,1,0
A6NGZ8,1,0,1,0,0
A6NH00,3,1,1,1,0
A6NH21,3,1,1,1,0
A6NHA9,3,1,1,1,0
A6NHG9,2,1,0,1,0
A6NHS7,2,1,1,0,0
A6NI61,1,0,1,0,0
A6NI73,3,1,1,0,1
A6NIJ9,3,1,1,1,0
A6NIM6,2,1,1,0,0
A6NJU9,1,0,1,0,0
A6NJW9,1,1,0,0,0
A6NJY1,1,0,1,0,0
A6NJY4,1,0,1,0,0
A6NJZ3,3,1,1,1,0
A6NK97,1,1,0,0,0
A6NKB5,2,1,1,0,0
A6NKC4,1,1,0,0,0
A6NKK0,3,1,1,1,0
A6NKL6,1,0,1,0,0
A6NKW6,1,0,1,0,0
A6NKX4,1,0,1,0,0
A6NL05,1,0,1,0,0
A6NL08,3,1,1,1,0
A6NL26,3,1,1,1,0
A6NL88,1,1,0,0,0
A6NL99,1,0,1,0,0
A6NLE4,1,0,1,0,0
A6NLU5,1,0,1,0,0
A6NLX4,1,0,1,0,0
A6NM03,3,1,1,1,0
A6NM10,1,0,1,0,0
A6NM11,3,1,1,1,0
A6NM45,1,1,0,0,0
A6NM62,1,0,1,0,0
A6NM76,3,1,1,1,0
A6NMB1,2,1,1,0,0
A6NMS3,2,1,0,1,0
A6NMS7,3,1,1,1,0
A6NMU1,3,1,1,1,0
A6NMZ5,2,1,0,1,0
A6NN92,1,0,1,0,0
A6NNB3,1,0,0,1,0
A6NNC1,1,0,1,0,0
A6NND4,3,1,1,1,0
A6NNE9,1,0,1,0,0
A6NNN8,1,1,0,0,0
A6QL63,1,0,1,0,0
A7MBM2,2,1,0,1,0
A8CG34,1,0,1,0,0
A8K4G0,3,0,1,1,1
A8MPY1,2,1,1,0,0
A8MRT5,1,0,1,0,0
A8MUP6,2,1,1,0,0
A8MV81,1,0,1,0,0
A8MVS5,2,1,1,0,0
A8MVW0,2,1,1,0,0
A8MVW5,3,1,1,1,0
A8MVZ5,2,1,1,0,0
A8MWK0,1,0,1,0,0
A8MWL7,1,0,1,0,0
A8MWY0,3,1,1,1,0
A8MXE2,1,0,1,0,0
A8MXK1,2,1,1,0,0
A8MYB1,1,0,1,0,0
A8MYU2,1,0,1,0,0
A9Z1Z3,1,0,1,0,0
B0FP48,2,1,1,0,0
B0YJ81,1,0,0,1,0
B2RN74,2,1,0,1,0
B2RTY4,1,0,1,0,0
B2RUZ4,1,0,1,0,0
B3SHH9,2,1,1,0,0
B4DJY2,1,0,1,0,0
B4DS77,2,1,1,0,0
B4DYI2,1,0,1,0,0
B5MD39,1,0,1,0,0
B6A8C7,2,1,1,0,0
B6SEH8,1,1,0,0,0
B6SEH9,2,1,1,0,0
B7U540,1,0,1,0,0
B7Z8K6,1,0,1,0,0
B8ZZ34,1,1,0,0,0
C9JDP6,1,0,1,0,0
C9JG80,1,0,1,0,0
C9JH25,1,0,1,0,0
C9JI98,1,0,1,0,0
C9JQL5,1,0,1,0,0
C9JVW0,1,0,1,0,0
D3W0D1,2,1,1,0,0
E2RYF6,2,1,1,0,0
